setting,example_id,question_type,level,question,gold_titles,k,dense_full_at_k,rerank_full_at_k,dense_gold_ranks,rerank_gold_ranks,transition
per_question,5a77c1505542997042120b1b,bridge,hard,"Which song was behind the third single on the album  ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts?",Chattahoochee (song) | We'll Burn That Bridge,5,0,0,"{""Chattahoochee (song)"":5,""We'll Burn That Bridge"":10}","{""Chattahoochee (song)"":2,""We'll Burn That Bridge"":8}",stable_miss
per_question,5a77cb335542997042120b3a,bridge,hard,What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?,John John Florence | MEO Rip Curl Pro Portugal,2,1,1,"{""John John Florence"":2,""MEO Rip Curl Pro Portugal"":1}","{""John John Florence"":1,""MEO Rip Curl Pro Portugal"":2}",stable_hit
per_question,5a77cb335542997042120b3a,bridge,hard,What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?,John John Florence | MEO Rip Curl Pro Portugal,5,1,1,"{""John John Florence"":2,""MEO Rip Curl Pro Portugal"":1}","{""John John Florence"":1,""MEO Rip Curl Pro Portugal"":2}",stable_hit
per_question,5a77cb5e55429967ab1052a7,bridge,hard,"The voice of Homer Simpson also voices what alien character in the television series ""The Simpsons""?",Dan Castellaneta | Kang and Kodos,2,0,0,"{""Dan Castellaneta"":1,""Kang and Kodos"":4}","{""Dan Castellaneta"":1,""Kang and Kodos"":7}",stable_miss
per_question,5a77cb5e55429967ab1052a7,bridge,hard,"The voice of Homer Simpson also voices what alien character in the television series ""The Simpsons""?",Dan Castellaneta | Kang and Kodos,5,1,0,"{""Dan Castellaneta"":1,""Kang and Kodos"":4}","{""Dan Castellaneta"":1,""Kang and Kodos"":7}",damage
per_question,5a78b209554299148911f93e,comparison,hard,"Which playwright lived a longer life, Edward Albee or J. M. Barrie?",Edward Albee | J. M. Barrie,2,0,0,"{""Edward Albee"":8,""J. M. Barrie"":7}","{""Edward Albee"":1,""J. M. Barrie"":8}",stable_miss
per_question,5a78b209554299148911f93e,comparison,hard,"Which playwright lived a longer life, Edward Albee or J. M. Barrie?",Edward Albee | J. M. Barrie,5,0,0,"{""Edward Albee"":8,""J. M. Barrie"":7}","{""Edward Albee"":1,""J. M. Barrie"":8}",stable_miss
per_question,5a78bd9b554299078472774a,bridge,hard,What nationality were social anthropologists Alfred Gell and Edmund Leach?,Alfred Gell | Edmund Leach,2,1,1,"{""Alfred Gell"":2,""Edmund Leach"":1}","{""Alfred Gell"":1,""Edmund Leach"":2}",stable_hit
per_question,5a78bd9b554299078472774a,bridge,hard,What nationality were social anthropologists Alfred Gell and Edmund Leach?,Alfred Gell | Edmund Leach,5,1,1,"{""Alfred Gell"":2,""Edmund Leach"":1}","{""Alfred Gell"":1,""Edmund Leach"":2}",stable_hit
per_question,5a78daf855429970f5fffdae,comparison,hard,"Which game was released first, Icehouse pieces or Kill Doctor Lucky?",Icehouse pieces | Kill Doctor Lucky,2,1,1,"{""Icehouse pieces"":2,""Kill Doctor Lucky"":1}","{""Icehouse pieces"":2,""Kill Doctor Lucky"":1}",stable_hit
per_question,5a78daf855429970f5fffdae,comparison,hard,"Which game was released first, Icehouse pieces or Kill Doctor Lucky?",Icehouse pieces | Kill Doctor Lucky,5,1,1,"{""Icehouse pieces"":2,""Kill Doctor Lucky"":1}","{""Icehouse pieces"":2,""Kill Doctor Lucky"":1}",stable_hit
per_question,5a78db8055429970f5fffdb2,bridge,hard,"Flyboys stars which actor who was nominated for an Academy Award for ""127 Hours""?",Flyboys (film) | James Franco,2,0,0,"{""Flyboys (film)"":1,""James Franco"":8}","{""Flyboys (film)"":6,""James Franco"":1}",stable_miss
per_question,5a78db8055429970f5fffdb2,bridge,hard,"Flyboys stars which actor who was nominated for an Academy Award for ""127 Hours""?",Flyboys (film) | James Franco,5,0,0,"{""Flyboys (film)"":1,""James Franco"":8}","{""Flyboys (film)"":6,""James Franco"":1}",stable_miss
per_question,5a78f59755429970f5fffdf7,bridge,hard,Mick Carter is the landlord of a public house located at what address?,Mick Carter | The Queen Victoria,2,0,0,"{""Mick Carter"":1,""The Queen Victoria"":8}","{""Mick Carter"":1,""The Queen Victoria"":6}",stable_miss
per_question,5a78f59755429970f5fffdf7,bridge,hard,Mick Carter is the landlord of a public house located at what address?,Mick Carter | The Queen Victoria,5,0,0,"{""Mick Carter"":1,""The Queen Victoria"":8}","{""Mick Carter"":1,""The Queen Victoria"":6}",stable_miss
per_question,5a790d8f554299029c4b5eec,bridge,hard,"Which English musician is known for both the songs ""See Yourself"" and ""Withing You Without You""?",See Yourself | Within You Without You,2,1,1,"{""See Yourself"":1,""Within You Without You"":2}","{""See Yourself"":1,""Within You Without You"":2}",stable_hit
per_question,5a790d8f554299029c4b5eec,bridge,hard,"Which English musician is known for both the songs ""See Yourself"" and ""Withing You Without You""?",See Yourself | Within You Without You,5,1,1,"{""See Yourself"":1,""Within You Without You"":2}","{""See Yourself"":1,""Within You Without You"":2}",stable_hit
per_question,5a791a97554299148911f9f2,bridge,hard,"Which Netflix series ""Unbreakable"" character is Elizabeth Claire Kemper known for playing?",Ellie Kemper | Kimmy Schmidt,2,0,0,"{""Ellie Kemper"":3,""Kimmy Schmidt"":4}","{""Ellie Kemper"":1,""Kimmy Schmidt"":4}",stable_miss
per_question,5a791a97554299148911f9f2,bridge,hard,"Which Netflix series ""Unbreakable"" character is Elizabeth Claire Kemper known for playing?",Ellie Kemper | Kimmy Schmidt,5,1,1,"{""Ellie Kemper"":3,""Kimmy Schmidt"":4}","{""Ellie Kemper"":1,""Kimmy Schmidt"":4}",stable_hit
per_question,5a79311755429970f5fffe67,bridge,hard,"A Japanese manga series based on a 16 year old high school student Ichitaka Seto, is written and illustrated by someone born in what year?",I&quot;s | Masakazu Katsura,2,0,0,"{""I&quot;s"":1,""Masakazu Katsura"":8}","{""I&quot;s"":1,""Masakazu Katsura"":10}",stable_miss
per_question,5a79311755429970f5fffe67,bridge,hard,"A Japanese manga series based on a 16 year old high school student Ichitaka Seto, is written and illustrated by someone born in what year?",I&quot;s | Masakazu Katsura,5,0,0,"{""I&quot;s"":1,""Masakazu Katsura"":8}","{""I&quot;s"":1,""Masakazu Katsura"":10}",stable_miss
per_question,5a7997a2554299029c4b5f59,bridge,hard,Tefik Selim Mborja was a part of a party that held power in Albania until what year? ,Albanian Fascist Party | Tefik Mborja,2,1,1,"{""Albanian Fascist Party"":2,""Tefik Mborja"":1}","{""Albanian Fascist Party"":2,""Tefik Mborja"":1}",stable_hit
per_question,5a7997a2554299029c4b5f59,bridge,hard,Tefik Selim Mborja was a part of a party that held power in Albania until what year? ,Albanian Fascist Party | Tefik Mborja,5,1,1,"{""Albanian Fascist Party"":2,""Tefik Mborja"":1}","{""Albanian Fascist Party"":2,""Tefik Mborja"":1}",stable_hit
per_question,5a79b7f6554299029c4b5f6f,bridge,hard,How many restaurants comprise the quick service restaurant chain that Ron Joyce helped found?,Ron Joyce | Tim Hortons,2,0,0,"{""Ron Joyce"":2,""Tim Hortons"":6}","{""Ron Joyce"":5,""Tim Hortons"":1}",stable_miss
per_question,5a79b7f6554299029c4b5f6f,bridge,hard,How many restaurants comprise the quick service restaurant chain that Ron Joyce helped found?,Ron Joyce | Tim Hortons,5,0,1,"{""Ron Joyce"":2,""Tim Hortons"":6}","{""Ron Joyce"":5,""Tim Hortons"":1}",rescue
per_question,5a79c1335542994bb9457066,comparison,hard,Eric Ambler and Carol Shields are both best Known for what profession?,Carol Shields | Eric Ambler,2,1,1,"{""Carol Shields"":2,""Eric Ambler"":1}","{""Carol Shields"":1,""Eric Ambler"":2}",stable_hit
per_question,5a79c1335542994bb9457066,comparison,hard,Eric Ambler and Carol Shields are both best Known for what profession?,Carol Shields | Eric Ambler,5,1,1,"{""Carol Shields"":2,""Eric Ambler"":1}","{""Carol Shields"":1,""Eric Ambler"":2}",stable_hit
per_question,5a79c6a55542994bb9457091,bridge,hard,"What prolific English engineer, who died on 15 December 1857, contributed to the advent of the hot air engine by way of their open cycle devices?",George Cayley | Hot air engine,2,0,1,"{""George Cayley"":3,""Hot air engine"":1}","{""George Cayley"":1,""Hot air engine"":2}",rescue
per_question,5a79c6a55542994bb9457091,bridge,hard,"What prolific English engineer, who died on 15 December 1857, contributed to the advent of the hot air engine by way of their open cycle devices?",George Cayley | Hot air engine,5,1,1,"{""George Cayley"":3,""Hot air engine"":1}","{""George Cayley"":1,""Hot air engine"":2}",stable_hit
per_question,5a79ea435542996c55b2dc9e,bridge,hard,Who was the captain of the only battleship to provide gunfire support during the Vietnam War?,J. Edward Snyder | USS New Jersey (BB-62),2,0,1,"{""J. Edward Snyder"":1,""USS New Jersey (BB-62)"":3}","{""J. Edward Snyder"":1,""USS New Jersey (BB-62)"":2}",rescue
per_question,5a79ea435542996c55b2dc9e,bridge,hard,Who was the captain of the only battleship to provide gunfire support during the Vietnam War?,J. Edward Snyder | USS New Jersey (BB-62),5,1,1,"{""J. Edward Snyder"":1,""USS New Jersey (BB-62)"":3}","{""J. Edward Snyder"":1,""USS New Jersey (BB-62)"":2}",stable_hit
per_question,5a79f6ca554299029c4b5f90,bridge,hard,"What Danish eurodance group had a single called ""Barbie Girl"" which resulted in a lawsuit in 2002?","Aqua (band) | Mattel, Inc. v. MCA Records, Inc.",2,0,1,"{""Aqua (band)"":1,""Mattel, Inc. v. MCA Records, Inc."":3}","{""Aqua (band)"":1,""Mattel, Inc. v. MCA Records, Inc."":2}",rescue
per_question,5a79f6ca554299029c4b5f90,bridge,hard,"What Danish eurodance group had a single called ""Barbie Girl"" which resulted in a lawsuit in 2002?","Aqua (band) | Mattel, Inc. v. MCA Records, Inc.",5,1,1,"{""Aqua (band)"":1,""Mattel, Inc. v. MCA Records, Inc."":3}","{""Aqua (band)"":1,""Mattel, Inc. v. MCA Records, Inc."":2}",stable_hit
per_question,5a7a014a5542996c55b2dccf,bridge,hard,"""Kapitän zur See"" Ernst Lindemann was the commander of which one of two battleships built for Nazi Germany's ""Kriegsmarine""?",Ernst Heinrich Lindemann | German battleship Bismarck,2,0,0,"{""Ernst Heinrich Lindemann"":2,""German battleship Bismarck"":4}","{""Ernst Heinrich Lindemann"":2,""German battleship Bismarck"":9}",stable_miss
per_question,5a7a014a5542996c55b2dccf,bridge,hard,"""Kapitän zur See"" Ernst Lindemann was the commander of which one of two battleships built for Nazi Germany's ""Kriegsmarine""?",Ernst Heinrich Lindemann | German battleship Bismarck,5,1,0,"{""Ernst Heinrich Lindemann"":2,""German battleship Bismarck"":4}","{""Ernst Heinrich Lindemann"":2,""German battleship Bismarck"":9}",damage
per_question,5a7a0e1e5542990783324e1a,comparison,hard,Which dog's ancestors include Gordon and Irish Setters: the Manchester Terrier or the Scotch Collie?,Manchester Terrier | Scotch Collie,2,0,0,"{""Manchester Terrier"":3,""Scotch Collie"":1}","{""Manchester Terrier"":3,""Scotch Collie"":1}",stable_miss
per_question,5a7a0e1e5542990783324e1a,comparison,hard,Which dog's ancestors include Gordon and Irish Setters: the Manchester Terrier or the Scotch Collie?,Manchester Terrier | Scotch Collie,5,1,1,"{""Manchester Terrier"":3,""Scotch Collie"":1}","{""Manchester Terrier"":3,""Scotch Collie"":1}",stable_hit
per_question,5a7a1cd85542990783324e65,bridge,hard,What was the 58th quadrennial American presidential election held after the 2016 Michigan Democratic primary?,"Michigan Democratic primary, 2016 | United States presidential election, 2016",2,0,1,"{""Michigan Democratic primary, 2016"":1,""United States presidential election, 2016"":4}","{""Michigan Democratic primary, 2016"":2,""United States presidential election, 2016"":1}",rescue
per_question,5a7a1cd85542990783324e65,bridge,hard,What was the 58th quadrennial American presidential election held after the 2016 Michigan Democratic primary?,"Michigan Democratic primary, 2016 | United States presidential election, 2016",5,1,1,"{""Michigan Democratic primary, 2016"":1,""United States presidential election, 2016"":4}","{""Michigan Democratic primary, 2016"":2,""United States presidential election, 2016"":1}",stable_hit
per_question,5a7a230e5542996a35c170ee,bridge,hard,"What year was the film that starred the composer for ""The Naked Brothers Band""?",Nat Wolff | The Fault in Our Stars (film),2,0,0,"{""Nat Wolff"":4,""The Fault in Our Stars (film)"":10}","{""Nat Wolff"":1,""The Fault in Our Stars (film)"":10}",stable_miss
per_question,5a7a230e5542996a35c170ee,bridge,hard,"What year was the film that starred the composer for ""The Naked Brothers Band""?",Nat Wolff | The Fault in Our Stars (film),5,0,0,"{""Nat Wolff"":4,""The Fault in Our Stars (film)"":10}","{""Nat Wolff"":1,""The Fault in Our Stars (film)"":10}",stable_miss
per_question,5a7a276d5542996c55b2dd27,bridge,hard,Who was Chamberlain and Colonel of the military staff of The Merrie Monarch?,Charles Hastings Judd | Kalākaua,2,0,0,"{""Charles Hastings Judd"":1,""Kalākaua"":9}","{""Charles Hastings Judd"":1,""Kalākaua"":3}",stable_miss
per_question,5a7a276d5542996c55b2dd27,bridge,hard,Who was Chamberlain and Colonel of the military staff of The Merrie Monarch?,Charles Hastings Judd | Kalākaua,5,0,1,"{""Charles Hastings Judd"":1,""Kalākaua"":9}","{""Charles Hastings Judd"":1,""Kalākaua"":3}",rescue
per_question,5a7a3a945542996a35c17147,bridge,hard,One Raffles Place is one of the tallest skyscrapers in the city of Singapore and tallest in the wolrd outside North America until it was succeeded by a Building in city?,Bank of China Tower (Hong Kong) | One Raffles Place,2,0,0,"{""Bank of China Tower (Hong Kong)"":10,""One Raffles Place"":1}","{""Bank of China Tower (Hong Kong)"":10,""One Raffles Place"":1}",stable_miss
per_question,5a7a3a945542996a35c17147,bridge,hard,One Raffles Place is one of the tallest skyscrapers in the city of Singapore and tallest in the wolrd outside North America until it was succeeded by a Building in city?,Bank of China Tower (Hong Kong) | One Raffles Place,5,0,0,"{""Bank of China Tower (Hong Kong)"":10,""One Raffles Place"":1}","{""Bank of China Tower (Hong Kong)"":10,""One Raffles Place"":1}",stable_miss
per_question,5a7a455c5542994f819ef1a7,comparison,hard,"Who died first, George Archainbaud or Ralph Murphy?",George Archainbaud | Ralph Murphy,2,1,1,"{""George Archainbaud"":1,""Ralph Murphy"":2}","{""George Archainbaud"":1,""Ralph Murphy"":2}",stable_hit
per_question,5a7a455c5542994f819ef1a7,comparison,hard,"Who died first, George Archainbaud or Ralph Murphy?",George Archainbaud | Ralph Murphy,5,1,1,"{""George Archainbaud"":1,""Ralph Murphy"":2}","{""George Archainbaud"":1,""Ralph Murphy"":2}",stable_hit
per_question,5a7a46605542994f819ef1ad,bridge,hard,What year did Roy Rogers and his third wife star in a film directed by Frank McDonald?,Along the Navajo Trail (film) | Dale Evans,2,0,0,"{""Along the Navajo Trail (film)"":10,""Dale Evans"":2}","{""Along the Navajo Trail (film)"":6,""Dale Evans"":7}",stable_miss
per_question,5a7a46605542994f819ef1ad,bridge,hard,What year did Roy Rogers and his third wife star in a film directed by Frank McDonald?,Along the Navajo Trail (film) | Dale Evans,5,0,0,"{""Along the Navajo Trail (film)"":10,""Dale Evans"":2}","{""Along the Navajo Trail (film)"":6,""Dale Evans"":7}",stable_miss
per_question,5a7a5b3a5542996c55b2dd71,bridge,hard,What building is opposite the ceremonial meeting place of the Accession Council in the United Kingdom?,"Mark Masons' Hall, London | St James's Palace",2,0,0,"{""Mark Masons' Hall, London"":4,""St James's Palace"":2}","{""Mark Masons' Hall, London"":5,""St James's Palace"":1}",stable_miss
per_question,5a7a5b3a5542996c55b2dd71,bridge,hard,What building is opposite the ceremonial meeting place of the Accession Council in the United Kingdom?,"Mark Masons' Hall, London | St James's Palace",5,1,1,"{""Mark Masons' Hall, London"":4,""St James's Palace"":2}","{""Mark Masons' Hall, London"":5,""St James's Palace"":1}",stable_hit
per_question,5a7a8a9c554299042af8f666,bridge,hard,The lamp used in many lighthouses is similiar to this type of lamp patented in 1780 by Aimé Argand?,Argand lamp | Lewis lamp,2,1,1,"{""Argand lamp"":2,""Lewis lamp"":1}","{""Argand lamp"":1,""Lewis lamp"":2}",stable_hit
per_question,5a7a8a9c554299042af8f666,bridge,hard,The lamp used in many lighthouses is similiar to this type of lamp patented in 1780 by Aimé Argand?,Argand lamp | Lewis lamp,5,1,1,"{""Argand lamp"":2,""Lewis lamp"":1}","{""Argand lamp"":1,""Lewis lamp"":2}",stable_hit
per_question,5a7b12a355429927d897bf2a,bridge,hard,When was the palace founded at which Columba de Dunbar died in 1435?,Columba de Dunbar | Spynie Palace,2,0,0,"{""Columba de Dunbar"":1,""Spynie Palace"":10}","{""Columba de Dunbar"":1,""Spynie Palace"":8}",stable_miss
per_question,5a7b12a355429927d897bf2a,bridge,hard,When was the palace founded at which Columba de Dunbar died in 1435?,Columba de Dunbar | Spynie Palace,5,0,0,"{""Columba de Dunbar"":1,""Spynie Palace"":10}","{""Columba de Dunbar"":1,""Spynie Palace"":8}",stable_miss
per_question,5a7b3f4d5542992d025e67bb,bridge,hard,"Which songwriting duo composed music for ""La La Land"", and created lyrics for ""A Christmas Story: The Musical""? ",A Christmas Story: The Musical | Pasek and Paul,2,0,0,"{""A Christmas Story: The Musical"":5,""Pasek and Paul"":4}","{""A Christmas Story: The Musical"":4,""Pasek and Paul"":1}",stable_miss
